_begin,_end,_id,_sampledSeconds,_nVehEntered,_nVehLeft,_nVehSeen,_meanSpeed,_meanTimeLoss,_meanOccupancy,_maxOccupancy,_meanMaxJamLengthInVehicles,_meanMaxJamLengthInMeters,_maxJamLengthInVehicles,_maxJamLengthInMeters,_jamLengthInVehiclesSum,_jamLengthInMetersSum,_meanHaltingDuration,_maxHaltingDuration,_haltingDurationSum,_meanIntervalHaltingDuration,_maxIntervalHaltingDuration,_intervalHaltingDurationSum,_startedHalts,_meanVehicleNumber,_maxVehicleNumber
5400.00,5700.00,detector_carr_izq_2,2107.48,56,53,62,14.53,0.85,4.02,6.35,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.15,11
5700.00,6000.00,detector_carr_izq_2,1954.25,52,55,61,14.55,0.42,3.74,5.77,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.62,11
6000.00,6300.00,detector_carr_izq_2,1793.59,55,55,61,14.62,0.48,3.43,5.19,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.08,9
6300.00,6600.00,detector_carr_izq_2,1849.66,48,48,54,14.30,1.24,3.54,6.35,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,11
6600.00,6900.00,detector_carr_izq_2,1602.15,43,47,49,14.58,1.16,3.06,6.35,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.42,11
6900.00,7200.00,detector_carr_izq_2,1722.86,52,49,54,14.47,0.93,3.31,6.92,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.84,12
7200.00,7500.00,detector_carr_izq_2,1834.60,56,54,61,14.17,1.03,3.51,5.77,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.20,10
7500.00,7800.00,detector_carr_izq_2,2470.58,69,68,76,14.10,1.22,4.73,7.50,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.36,13
7800.00,8100.00,detector_carr_izq_2,1422.32,35,43,43,14.17,0.97,2.72,6.35,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.82,11
8100.00,8175.00,detector_carr_izq_2,0.00,0,0,0,-1.00,-1.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
